"날짜","종가","시가","고가","저가","거래량","변동 %"
"2009- 02- 18","1,113.19","1,111.35","1,120.65","1,096.00","598.23M","-1.24%"
"2009- 02- 17","1,127.19","1,167.22","1,167.22","1,121.41","546.44M","-4.11%"
"2009- 02- 16","1,175.47","1,183.52","1,199.50","1,174.73","509.49M","-1.42%"
"2009- 02- 13","1,192.44","1,179.63","1,192.48","1,165.25","574.85M","1.07%"
"2009- 02- 12","1,179.84","1,183.68","1,187.35","1,162.58","488.11M","-0.87%"
"2009- 02- 11","1,190.18","1,168.42","1,193.55","1,162.57","469.85M","-0.72%"
"2009- 02- 10","1,198.87","1,215.05","1,219.76","1,186.33","468.81M","-0.32%"
"2009- 02- 09","1,202.69","1,224.44","1,227.73","1,199.93","475.95M","-0.63%"
"2009- 02- 06","1,210.26","1,199.17","1,210.26","1,190.67","570.79M","2.75%"
"2009- 02- 05","1,177.88","1,187.05","1,206.73","1,177.88","463.56M","-1.46%"
"2009- 02- 04","1,195.37","1,183.22","1,195.52","1,176.10","450.22M","2.77%"
"2009- 02- 03","1,163.20","1,152.94","1,174.28","1,137.83","347.70M","1.42%"
"2009- 02- 02","1,146.95","1,145.87","1,170.70","1,136.37","374.57M","-1.30%"
"2009- 01- 30","1,162.11","1,147.57","1,163.76","1,144.52","377.04M","-0.38%"
"2009- 01- 29","1,166.56","1,165.82","1,179.15","1,160.75","384.74M","0.74%"
"2009- 01- 28","1,157.98","1,123.23","1,160.19","1,122.33","345.27M","5.91%"
"2009- 01- 23","1,093.40","1,105.43","1,105.43","1,087.66","268.19M","-2.05%"
"2009- 01- 22","1,116.23","1,125.22","1,127.35","1,106.74","346.83M","1.14%"
"2009- 01- 21","1,103.61","1,087.43","1,118.40","1,085.72","334.56M","-2.06%"
"2009- 01- 20","1,126.81","1,136.16","1,136.48","1,115.07","319.53M","-2.07%"
"2009- 01- 19","1,150.65","1,146.09","1,159.88","1,141.31","370.32M","1.36%"
"2009- 01- 16","1,135.20","1,120.69","1,135.79","1,109.69","335.69M","2.15%"
"2009- 01- 15","1,111.34","1,138.47","1,145.41","1,108.15","366.48M","-6.03%"
"2009- 01- 14","1,182.68","1,161.01","1,184.52","1,151.80","358.88M","1.28%"
"2009- 01- 13","1,167.71","1,147.99","1,168.04","1,133.94","381.51M","0.95%"
"2009- 01- 12","1,156.75","1,170.69","1,177.19","1,150.41","352.67M","-2.05%"
"2009- 01- 09","1,180.96","1,214.50","1,220.59","1,179.06","443.54M","-2.05%"
"2009- 01- 08","1,205.70","1,212.70","1,218.43","1,195.15","472.34M","-1.83%"
"2009- 01- 07","1,228.17","1,198.85","1,228.56","1,195.20","568.56M","2.84%"
"2009- 01- 06","1,194.28","1,183.52","1,203.59","1,179.94","444.20M","1.76%"
"2009- 01- 05","1,173.57","1,180.98","1,185.22","1,166.66","414.76M","1.40%"
"2009- 01- 02","1,157.40","1,132.87","1,157.40","1,118.84","340.78M","2.93%"
"2008- 12- 30","1,124.47","1,124.60","1,144.24","1,121.32","357.93M","0.62%"
"2008- 12- 29","1,117.59","1,109.40","1,118.35","1,084.26","312.52M","-0.02%"
"2008- 12- 26","1,117.86","1,128.54","1,134.57","1,108.86","345.55M","-0.94%"
"2008- 12- 24","1,128.51","1,140.08","1,143.68","1,113.17","407.84M","-1.38%"
"2008- 12- 23","1,144.31","1,168.15","1,175.32","1,140.13","436.41M","-2.99%"
"2008- 12- 22","1,179.61","1,189.85","1,201.14","1,167.63","450.64M","-0.12%"
"2008- 12- 19","1,180.97","1,174.24","1,194.52","1,171.38","685.03M","0.43%"
"2008- 12- 18","1,175.91","1,183.38","1,189.83","1,164.60","557.76M","0.53%"
"2008- 12- 17","1,169.75","1,190.09","1,196.37","1,146.04","647.79M","0.71%"
"2008- 12- 16","1,161.56","1,148.68","1,165.29","1,137.05","626.70M","0.29%"
"2008- 12- 15","1,158.19","1,152.25","1,164.72","1,138.42","485.36M","4.93%"
"2008- 12- 12","1,103.82","1,128.66","1,152.99","1,089.94","622.30M","-4.38%"
"2008- 12- 11","1,154.43","1,145.06","1,166.27","1,135.50","576.70M","0.75%"
"2008- 12- 10","1,145.87","1,112.44","1,155.08","1,105.71","562.09M","3.62%"
"2008- 12- 09","1,105.84","1,116.09","1,120.66","1,092.49","486.46M","0.07%"
"2008- 12- 08","1,105.05","1,041.41","1,111.27","1,037.64","541.79M","7.48%"
"2008- 12- 05","1,028.13","1,017.48","1,032.68","1,008.30","401.60M","2.14%"
"2008- 12- 04","1,006.54","1,042.16","1,042.16","997.00","402.24M","-1.58%"
"2008- 12- 03","1,022.67","1,038.41","1,038.41","1,013.56","478.72M","-0.05%"
"2008- 12- 02","1,023.20","1,007.71","1,038.41","1,007.26","421.11M","-3.35%"
"2008- 12- 01","1,058.62","1,074.00","1,083.01","1,058.62","627.34M","-1.62%"
"2008- 11- 28","1,076.07","1,066.84","1,084.03","1,061.52","555.25M","1.18%"
"2008- 11- 27","1,063.48","1,058.63","1,070.67","1,046.46","563.63M","3.27%"
"2008- 11- 26","1,029.78","993.07","1,030.70","993.07","515.47M","4.72%"
"2008- 11- 25","983.32","1,016.09","1,029.46","966.28","486.15M","1.36%"
"2008- 11- 24","970.14","996.23","1,014.49","969.49","464.19M","-3.35%"
"2008- 11- 21","1,003.73","929.74","1,013.12","914.02","602.11M","5.80%"
"2008- 11- 20","948.69","967.46","984.51","947.44","424.07M","-6.70%"
"2008- 11- 19","1,016.82","1,038.74","1,038.74","994.57","404.61M","-1.87%"
"2008- 11- 18","1,036.16","1,053.29","1,075.68","1,036.10","377.42M","-3.91%"
"2008- 11- 17","1,078.32","1,074.33","1,104.66","1,050.40","413.38M","-0.91%"
"2008- 11- 14","1,088.26","1,126.94","1,129.40","1,078.44","440.49M","-0.02%"
"2008- 11- 13","1,088.44","1,074.75","1,088.46","1,040.34","566.76M","-3.15%"
"2008- 11- 12","1,123.86","1,103.88","1,143.18","1,096.63","605.66M","-0.43%"
"2008- 11- 11","1,128.73","1,133.34","1,160.30","1,114.50","600.73M","-2.06%"
"2008- 11- 10","1,152.46","1,152.26","1,165.57","1,124.13","717.48M","1.58%"
"2008- 11- 07","1,134.49","1,054.35","1,134.50","1,038.72","846.31M","3.87%"
"2008- 11- 06","1,092.22","1,133.78","1,140.85","1,081.79","657.63M","-7.56%"
"2008- 11- 05","1,181.50","1,184.92","1,217.82","1,159.67","790.19M","2.44%"
"2008- 11- 04","1,153.35","1,135.53","1,154.45","1,114.41","603.57M","2.15%"
"2008- 11- 03","1,129.08","1,117.13","1,158.87","1,109.32","568.25M","1.44%"
"2008- 10- 31","1,113.06","1,083.14","1,158.66","1,061.46","864.75M","2.61%"
"2008- 10- 30","1,084.72","1,036.83","1,094.89","992.89","621.63M","11.95%"
"2008- 10- 29","968.97","1,047.48","1,078.33","920.35","763.40M","-3.02%"
"2008- 10- 28","999.16","916.85","1,012.73","901.49","649.43M","5.57%"
"2008- 10- 27","946.45","937.18","966.41","892.16","540.71M","0.82%"
"2008- 10- 24","938.75","1,051.58","1,051.92","925.57","443.16M","-10.57%"
"2008- 10- 23","1,049.71","1,089.57","1,089.57","1,028.50","401.51M","-7.48%"
"2008- 10- 22","1,134.59","1,190.50","1,195.28","1,095.56","374.87M","-5.14%"
"2008- 10- 21","1,196.10","1,223.75","1,232.73","1,181.88","389.19M","-0.95%"
"2008- 10- 20","1,207.63","1,195.90","1,211.09","1,149.39","373.02M","2.28%"
"2008- 10- 17","1,180.67","1,245.15","1,245.15","1,166.88","420.18M","-2.73%"
"2008- 10- 16","1,213.78","1,258.38","1,265.85","1,205.14","409.09M","-9.44%"
"2008- 10- 15","1,340.28","1,338.46","1,353.44","1,327.42","347.68M","-2.00%"
"2008- 10- 14","1,367.69","1,342.31","1,367.70","1,339.86","460.91M","6.14%"
"2008- 10- 13","1,288.53","1,272.95","1,294.19","1,252.44","384.72M","3.79%"
"2008- 10- 10","1,241.47","1,248.53","1,248.53","1,178.51","461.33M","-4.13%"
"2008- 10- 09","1,294.89","1,289.67","1,324.36","1,274.46","451.81M","0.64%"
"2008- 10- 08","1,286.69","1,323.96","1,334.34","1,281.47","431.46M","-5.81%"
"2008- 10- 07","1,366.10","1,340.92","1,371.24","1,321.81","349.57M","0.54%"
"2008- 10- 06","1,358.75","1,389.68","1,389.68","1,351.72","312.41M","-4.29%"
"2008- 10- 02","1,419.65","1,450.16","1,458.68","1,410.35","317.94M","-1.39%"
"2008- 10- 01","1,439.67","1,453.40","1,453.40","1,429.57","314.22M","-0.58%"
"2008- 09- 30","1,448.06","1,383.97","1,448.06","1,376.72","412.81M","-0.57%"
"2008- 09- 29","1,456.36","1,491.11","1,496.30","1,449.33","365.88M","-1.35%"
"2008- 09- 26","1,476.33","1,492.42","1,498.74","1,469.83","405.92M","-1.68%"
"2008- 09- 25","1,501.63","1,487.73","1,503.83","1,469.23","419.07M","0.38%"
"2008- 09- 24","1,495.98","1,479.04","1,501.09","1,472.31","498.53M","0.99%"
"2008- 09- 23","1,481.37","1,447.90","1,484.01","1,445.50","470.35M","1.44%"
"2008- 09- 22","1,460.34","1,472.08","1,488.94","1,457.10","354.33M","0.31%"
"2008- 09- 19","1,455.78","1,441.31","1,464.59","1,435.72","468.69M","4.55%"
"2008- 09- 18","1,392.42","1,385.47","1,400.35","1,366.88","413.39M","-2.30%"
"2008- 09- 17","1,425.26","1,420.49","1,441.24","1,412.60","398.28M","2.70%"
"2008- 09- 16","1,387.75","1,381.24","1,401.79","1,372.55","392.77M","-6.10%"
"2008- 09- 12","1,477.92","1,468.41","1,480.77","1,463.58","311.74M","2.40%"
"2008- 09- 11","1,443.24","1,459.69","1,467.90","1,439.38","363.00M","-1.48%"
"2008- 09- 10","1,464.98","1,432.90","1,466.26","1,430.05","421.19M","0.72%"
"2008- 09- 09","1,454.50","1,469.54","1,469.54","1,446.53","443.71M","-1.50%"
"2008- 09- 08","1,476.65","1,437.59","1,481.41","1,437.59","399.13M","5.15%"
"2008- 09- 05","1,404.38","1,394.39","1,415.24","1,393.33","298.48M","-1.55%"
"2008- 09- 04","1,426.43","1,421.16","1,436.62","1,409.33","372.86M","-0.03%"
"2008- 09- 03","1,426.89","1,403.89","1,430.94","1,396.13","367.10M","1.40%"
"2008- 09- 02","1,407.14","1,418.26","1,430.43","1,392.55","373.37M","-0.52%"
"2008- 09- 01","1,414.43","1,453.14","1,456.69","1,413.43","316.59M","-4.06%"
"2008- 08- 29","1,474.24","1,488.25","1,496.14","1,470.87","242.10M","0.01%"
"2008- 08- 28","1,474.15","1,503.26","1,503.74","1,473.00","216.13M","-1.32%"
"2008- 08- 27","1,493.92","1,498.09","1,498.38","1,466.46","241.56M","0.25%"
"2008- 08- 26","1,490.25","1,477.04","1,502.33","1,474.64","213.14M","-0.79%"
"2008- 08- 25","1,502.11","1,505.13","1,510.98","1,496.63","198.26M","0.35%"
"2008- 08- 22","1,496.91","1,508.67","1,508.67","1,477.55","226.29M","-1.04%"
"2008- 08- 21","1,512.59","1,539.55","1,540.45","1,511.69","259.52M","-1.83%"
"2008- 08- 20","1,540.71","1,531.87","1,549.53","1,524.87","243.67M","-0.05%"
"2008- 08- 19","1,541.41","1,554.21","1,554.92","1,528.31","261.10M","-1.68%"
"2008- 08- 18","1,567.71","1,579.13","1,582.76","1,561.57","260.76M","-0.28%"
"2008- 08- 14","1,572.19","1,553.65","1,578.30","1,553.65","247.61M","0.61%"
"2008- 08- 13","1,562.72","1,572.87","1,581.46","1,553.94","231.58M","-0.91%"
"2008- 08- 12","1,577.12","1,581.10","1,590.12","1,570.88","251.63M","-0.25%"
"2008- 08- 11","1,581.09","1,592.30","1,597.31","1,581.09","254.54M","0.79%"
"2008- 08- 08","1,568.72","1,547.70","1,573.18","1,544.10","221.29M","0.30%"
"2008- 08- 07","1,564.00","1,577.36","1,582.51","1,553.21","219.02M","-0.93%"
"2008- 08- 06","1,578.71","1,567.30","1,580.25","1,560.88","276.65M","2.81%"
"2008- 08- 05","1,535.54","1,540.32","1,556.96","1,533.43","244.78M","-0.49%"
"2008- 08- 04","1,543.05","1,567.01","1,571.23","1,531.52","246.52M","-1.95%"
"2008- 08- 01","1,573.77","1,578.55","1,587.49","1,562.29","231.18M","-1.31%"
"2008- 07- 31","1,594.67","1,583.99","1,600.15","1,577.81","233.01M","1.08%"
"2008- 07- 30","1,577.70","1,594.04","1,595.84","1,572.17","265.70M","0.67%"
"2008- 07- 29","1,567.20","1,572.16","1,573.62","1,542.89","261.58M","-1.95%"
"2008- 07- 28","1,598.29","1,609.57","1,611.15","1,588.56","252.28M","0.02%"
"2008- 07- 25","1,597.93","1,595.28","1,610.45","1,589.48","266.62M","-1.73%"
"2008- 07- 24","1,626.14","1,603.52","1,627.87","1,603.24","347.69M","2.16%"
"2008- 07- 23","1,591.76","1,586.27","1,598.89","1,577.94","351.64M","1.96%"
"2008- 07- 22","1,561.23","1,551.09","1,563.75","1,549.00","252.50M","-0.11%"
"2008- 07- 21","1,562.92","1,530.68","1,569.45","1,530.05","296.05M","3.51%"
"2008- 07- 18","1,509.99","1,542.73","1,542.91","1,504.00","304.14M","-1.02%"
"2008- 07- 17","1,525.56","1,541.38","1,546.84","1,524.85","319.70M","1.20%"
"2008- 07- 16","1,507.40","1,518.57","1,529.87","1,488.75","296.91M","-0.13%"
"2008- 07- 15","1,509.33","1,550.95","1,550.95","1,506.41","297.85M","-3.16%"
"2008- 07- 14","1,558.62","1,562.88","1,581.70","1,554.01","257.13M","-0.57%"
"2008- 07- 11","1,567.51","1,543.01","1,573.06","1,526.67","326.55M","1.96%"
"2008- 07- 10","1,537.43","1,498.78","1,542.34","1,495.44","354.19M","1.19%"
"2008- 07- 09","1,519.38","1,557.07","1,563.07","1,519.05","328.76M","-0.92%"
"2008- 07- 08","1,533.47","1,577.04","1,577.04","1,509.20","332.01M","-2.93%"
"2008- 07- 07","1,579.72","1,568.25","1,583.49","1,560.00","250.03M","0.11%"
"2008- 07- 04","1,577.94","1,604.47","1,610.65","1,574.60","246.97M","-1.78%"
"2008- 07- 03","1,606.54","1,591.21","1,616.65","1,580.83","352.00M","-1.05%"
"2008- 07- 02","1,623.60","1,665.52","1,667.97","1,607.88","335.99M","-2.57%"
"2008- 07- 01","1,666.46","1,675.70","1,681.45","1,652.03","278.02M","-0.51%"
"2008- 06- 30","1,674.92","1,682.86","1,689.61","1,671.11","261.91M","-0.57%"
"2008- 06- 27","1,684.45","1,673.27","1,685.88","1,669.69","285.31M","-1.93%"
"2008- 06- 26","1,717.66","1,717.57","1,734.86","1,714.38","328.76M","-0.01%"
"2008- 06- 25","1,717.79","1,710.45","1,717.81","1,695.01","345.35M","0.41%"
"2008- 06- 24","1,710.84","1,706.92","1,717.23","1,699.81","364.19M","-0.28%"
"2008- 06- 23","1,715.59","1,705.61","1,720.74","1,694.79","303.20M","-0.89%"
"2008- 06- 20","1,731.00","1,752.95","1,755.60","1,723.41","331.02M","-0.56%"
"2008- 06- 19","1,740.72","1,756.36","1,757.26","1,731.51","401.51M","-1.88%"
"2008- 06- 18","1,774.13","1,745.50","1,775.11","1,742.68","343.04M","1.34%"
"2008- 06- 17","1,750.71","1,766.34","1,767.50","1,738.71","334.94M","-0.57%"
"2008- 06- 16","1,760.82","1,763.86","1,768.63","1,755.55","375.41M","0.77%"
"2008- 06- 13","1,747.35","1,753.67","1,760.72","1,730.25","402.04M","0.46%"
"2008- 06- 12","1,739.36","1,755.90","1,761.29","1,739.36","379.81M","-2.37%"
"2008- 06- 11","1,781.67","1,781.14","1,786.98","1,760.66","282.78M","0.41%"
"2008- 06- 10","1,774.38","1,813.36","1,814.06","1,765.35","322.80M","-1.91%"
"2008- 06- 09","1,808.96","1,787.90","1,810.21","1,785.16","249.28M","-1.27%"
"2008- 06- 05","1,832.31","1,830.14","1,832.82","1,816.35","274.96M","-0.08%"
"2008- 06- 04","1,833.81","1,821.30","1,836.13","1,813.12","235.89M","0.79%"
"2008- 06- 03","1,819.39","1,832.31","1,836.71","1,814.50","258.92M","-1.52%"
"2008- 06- 02","1,847.53","1,848.30","1,853.50","1,831.66","234.49M","-0.24%"
"2008- 05- 30","1,852.02","1,846.98","1,852.36","1,833.42","287.61M","0.59%"
"2008- 05- 29","1,841.22","1,819.33","1,842.56","1,819.33","298.97M","1.97%"
"2008- 05- 28","1,805.64","1,835.38","1,835.71","1,802.01","299.61M","-1.07%"
"2008- 05- 27","1,825.23","1,806.20","1,825.48","1,806.20","260.27M","1.37%"
"2008- 05- 26","1,800.58","1,813.63","1,820.74","1,791.40","281.85M","-1.50%"
"2008- 05- 23","1,827.94","1,836.42","1,840.78","1,826.16","299.06M","-0.41%"
"2008- 05- 22","1,835.42","1,826.06","1,836.63","1,810.68","357.26M","-0.65%"
"2008- 05- 21","1,847.51","1,848.97","1,861.58","1,844.95","315.98M","-1.37%"
"2008- 05- 20","1,873.15","1,886.52","1,889.85","1,857.05","336.31M","-0.65%"
"2008- 05- 19","1,885.37","1,893.54","1,901.13","1,875.05","356.00M","-0.19%"
"2008- 05- 16","1,888.88","1,893.99","1,899.57","1,882.69","301.67M","0.17%"
"2008- 05- 15","1,885.71","1,852.74","1,886.95","1,852.67","414.80M","2.28%"
"2008- 05- 14","1,843.75","1,841.44","1,848.02","1,828.07","297.69M","0.05%"
"2008- 05- 13","1,842.80","1,829.37","1,842.80","1,813.98","265.30M","1.05%"
"2008- 05- 09","1,823.70","1,854.73","1,854.73","1,818.27","280.07M","-1.31%"
"2008- 05- 08","1,848.00","1,831.17","1,854.55","1,830.46","319.21M","-0.32%"
"2008- 05- 07","1,854.01","1,863.77","1,868.09","1,839.76","384.07M","-0.27%"
"2008- 05- 06","1,859.06","1,849.81","1,859.27","1,843.36","303.69M","0.58%"
"2008- 05- 02","1,848.27","1,851.64","1,851.64","1,843.14","267.83M","1.25%"
"2008- 04- 30","1,825.47","1,808.74","1,825.58","1,803.49","244.97M","0.77%"
"2008- 04- 29","1,811.51","1,829.01","1,831.23","1,803.08","272.36M","-0.64%"
"2008- 04- 28","1,823.17","1,829.45","1,831.84","1,814.20","371.63M","-0.08%"
"2008- 04- 25","1,824.68","1,809.00","1,825.83","1,809.00","328.04M","1.41%"
"2008- 04- 24","1,799.34","1,808.88","1,812.62","1,794.64","497.25M","-0.08%"
"2008- 04- 23","1,800.79","1,784.23","1,809.02","1,784.23","340.43M","0.74%"
"2008- 04- 22","1,787.49","1,799.72","1,803.35","1,785.47","346.70M","-0.72%"
"2008- 04- 21","1,800.48","1,793.19","1,802.81","1,791.40","299.02M","1.61%"
"2008- 04- 18","1,771.90","1,772.89","1,778.81","1,762.94","237.57M","0.18%"
"2008- 04- 17","1,768.67","1,782.51","1,783.85","1,765.59","265.02M","0.57%"
"2008- 04- 16","1,758.56","1,757.83","1,765.81","1,753.79","286.33M","0.94%"
"2008- 04- 15","1,742.17","1,749.29","1,754.30","1,734.13","238.47M","-0.26%"
"2008- 04- 14","1,746.71","1,746.88","1,755.28","1,739.03","223.46M","-1.85%"
"2008- 04- 11","1,779.71","1,768.13","1,779.92","1,759.29","272.36M","0.85%"
"2008- 04- 10","1,764.64","1,745.60","1,764.64","1,735.78","214.92M","0.57%"
"2008- 04- 08","1,754.71","1,770.98","1,770.98","1,749.64","267.23M","-1.06%"
"2008- 04- 07","1,773.56","1,769.74","1,786.57","1,763.38","275.34M","0.40%"
"2008- 04- 04","1,766.49","1,762.94","1,768.06","1,756.74","256.80M","0.16%"
"2008- 04- 03","1,763.63","1,745.72","1,765.53","1,742.43","253.83M","1.23%"
"2008- 04- 02","1,742.19","1,738.64","1,743.54","1,734.42","326.49M","2.35%"
"2008- 04- 01","1,702.25","1,701.64","1,717.83","1,694.53","320.40M","-0.10%"
"2008- 03- 31","1,703.99","1,705.17","1,709.31","1,685.19","291.72M","0.13%"
"2008- 03- 28","1,701.83","1,671.06","1,704.28","1,670.89","350.47M","1.53%"
"2008- 03- 27","1,676.24","1,671.98","1,677.31","1,660.45","257.89M","-0.20%"
"2008- 03- 26","1,679.67","1,676.81","1,681.91","1,670.31","280.42M","0.28%"
"2008- 03- 25","1,674.93","1,676.74","1,680.77","1,667.93","319.95M","1.19%"
"2008- 03- 24","1,655.30","1,653.82","1,663.57","1,645.89","258.05M","0.58%"
"2008- 03- 21","1,645.69","1,644.05","1,645.78","1,634.51","283.94M","1.37%"
"2008- 03- 20","1,623.39","1,602.29","1,624.48","1,592.94","243.41M","0.07%"
"2008- 03- 19","1,622.23","1,626.28","1,632.68","1,614.96","280.39M","2.11%"
"2008- 03- 18","1,588.75","1,585.32","1,590.28","1,566.96","243.06M","0.91%"
"2008- 03- 17","1,574.44","1,588.53","1,588.53","1,537.53","298.74M","-1.61%"
"2008- 03- 14","1,600.26","1,637.78","1,638.66","1,578.45","297.67M","-0.95%"
"2008- 03- 13","1,615.62","1,657.21","1,657.21","1,609.17","309.59M","-2.60%"
"2008- 03- 12","1,658.83","1,685.44","1,687.63","1,658.17","325.28M","1.06%"
"2008- 03- 11","1,641.48","1,605.31","1,643.66","1,602.35","279.83M","1.00%"
"2008- 03- 10","1,625.17","1,634.42","1,650.56","1,621.40","318.10M","-2.33%"
"2008- 03- 07","1,663.97","1,682.17","1,682.17","1,650.74","304.21M","-1.97%"
"2008- 03- 06","1,697.44","1,681.39","1,705.97","1,680.11","359.69M","1.21%"
"2008- 03- 05","1,677.10","1,680.63","1,687.20","1,667.87","263.58M","0.05%"
"2008- 03- 04","1,676.18","1,677.10","1,686.59","1,665.10","278.57M","0.27%"
"2008- 03- 03","1,671.73","1,676.30","1,676.30","1,657.79","237.09M","-2.33%"
"2008- 02- 29","1,711.62","1,717.69","1,721.85","1,708.21","315.82M","-1.41%"
"2008- 02- 28","1,736.17","1,726.08","1,739.60","1,713.25","257.44M","0.89%"
"2008- 02- 27","1,720.89","1,725.96","1,732.80","1,715.81","306.57M","0.69%"
"2008- 02- 26","1,709.13","1,724.55","1,726.47","1,704.50","283.72M","0.00%"
"2008- 02- 25","1,709.13","1,701.75","1,715.00","1,701.64","299.19M","1.34%"
"2008- 02- 22","1,686.45","1,687.63","1,687.63","1,670.69","281.41M","-1.05%"
"2008- 02- 21","1,704.36","1,708.01","1,713.64","1,694.58","241.93M","0.97%"
"2008- 02- 20","1,687.91","1,704.66","1,718.15","1,683.70","321.61M","-1.90%"
"2008- 02- 19","1,720.52","1,717.10","1,722.71","1,708.93","362.83M","1.43%"
"2008- 02- 18","1,696.24","1,701.75","1,714.20","1,681.02","374.01M","0.09%"
"2008- 02- 15","1,694.77","1,672.39","1,696.37","1,668.41","485.52M","-0.16%"
"2008- 02- 14","1,697.45","1,660.45","1,697.45","1,660.45","503.95M","4.02%"
"2008- 02- 13","1,631.78","1,663.29","1,663.95","1,629.57","318.95M","-0.70%"
"2008- 02- 12","1,643.29","1,653.60","1,654.62","1,641.05","291.25M","0.16%"
"2008- 02- 11","1,640.67","1,648.51","1,651.72","1,633.46","234.30M","-3.29%"
"2008- 02- 05","1,696.57","1,686.20","1,697.99","1,680.39","253.90M","0.38%"
"2008- 02- 04","1,690.13","1,655.78","1,696.56","1,655.78","333.08M","3.40%"
"2008- 02- 01","1,634.53","1,645.05","1,648.97","1,619.65","308.09M","0.61%"
"2008- 01- 31","1,624.68","1,582.19","1,630.12","1,570.87","334.13M","2.24%"
"2008- 01- 30","1,589.06","1,653.00","1,653.20","1,578.29","380.52M","-2.98%"
"2008- 01- 29","1,637.91","1,657.90","1,662.90","1,622.52","275.31M","0.66%"
"2008- 01- 28","1,627.19","1,668.07","1,674.47","1,620.90","259.31M","-3.85%"
"2008- 01- 25","1,692.41","1,682.93","1,692.66","1,674.21","272.61M","1.77%"
"2008- 01- 24","1,663.00","1,663.36","1,675.69","1,649.00","270.63M","2.12%"
"2008- 01- 23","1,628.42","1,652.62","1,659.28","1,604.54","272.14M","1.21%"
"2008- 01- 22","1,609.02","1,628.92","1,636.06","1,578.37","316.87M","-4.43%"
"2008- 01- 21","1,683.56","1,723.95","1,724.39","1,673.42","286.06M","-2.95%"
"2008- 01- 18","1,734.72","1,689.28","1,737.42","1,684.39","287.71M","0.65%"
"2008- 01- 17","1,723.55","1,726.03","1,732.64","1,687.10","296.03M","1.09%"
"2008- 01- 16","1,704.97","1,715.97","1,735.51","1,701.32","295.61M","-2.40%"
"2008- 01- 15","1,746.95","1,781.53","1,781.53","1,723.14","295.55M","-1.07%"
"2008- 01- 14","1,765.88","1,781.00","1,790.69","1,754.13","249.32M","-0.92%"
"2008- 01- 11","1,782.27","1,844.57","1,847.11","1,776.26","280.82M","-2.33%"
"2008- 01- 10","1,824.78","1,847.94","1,855.07","1,824.78","315.48M","-1.07%"
"2008- 01- 09","1,844.47","1,802.06","1,844.47","1,794.15","277.67M","1.00%"
"2008- 01- 08","1,826.23","1,838.64","1,840.62","1,818.69","296.57M","-0.27%"
"2008- 01- 07","1,831.14","1,815.73","1,840.99","1,814.35","268.13M","-1.76%"
"2008- 01- 04","1,863.90","1,853.54","1,869.76","1,824.41","299.08M","0.60%"
"2008- 01- 03","1,852.73","1,834.44","1,858.08","1,821.61","253.67M","-0.04%"
"2008- 01- 02","1,853.45","1,891.45","1,892.50","1,852.78","247.09M","-2.30%"
"2007- 12- 28","1,897.13","1,892.56","1,911.67","1,890.81","229.42M","-0.60%"
"2007- 12- 27","1,908.62","1,901.93","1,915.19","1,891.29","235.85M","0.10%"
"2007- 12- 26","1,906.72","1,924.91","1,926.09","1,901.91","260.98M","-0.66%"
"2007- 12- 24","1,919.47","1,899.20","1,921.39","1,894.79","317.06M","2.19%"
"2007- 12- 21","1,878.32","1,855.06","1,878.32","1,832.34","362.58M","1.84%"
"2007- 12- 20","1,844.37","1,878.59","1,882.61","1,843.73","401.82M","-0.92%"
"2007- 12- 18","1,861.47","1,821.30","1,869.71","1,808.86","277.04M","1.18%"
"2007- 12- 17","1,839.82","1,873.15","1,886.39","1,839.58","282.47M","-2.91%"
"2007- 12- 14","1,895.05","1,914.47","1,921.53","1,877.27","301.46M","-1.09%"
"2007- 12- 13","1,915.90","1,921.65","1,937.50","1,897.25","328.59M","-0.60%"
"2007- 12- 12","1,927.45","1,887.50","1,928.77","1,887.23","314.55M","0.12%"
"2007- 12- 11","1,925.07","1,922.66","1,929.71","1,904.21","264.53M","0.98%"
"2007- 12- 10","1,906.42","1,930.36","1,935.86","1,900.95","284.76M","-1.44%"
"2007- 12- 07","1,934.32","1,969.49","1,969.56","1,934.32","361.15M","-0.97%"
"2007- 12- 06","1,953.17","1,965.89","1,972.37","1,946.13","339.17M","0.77%"
"2007- 12- 05","1,938.20","1,911.92","1,945.03","1,905.65","310.28M","1.06%"
"2007- 12- 04","1,917.83","1,904.33","1,921.83","1,901.51","288.56M","0.81%"
"2007- 12- 03","1,902.43","1,907.95","1,912.71","1,888.08","291.55M","-0.19%"
"2007- 11- 30","1,906.00","1,886.58","1,918.12","1,884.92","339.31M","1.51%"
"2007- 11- 29","1,877.56","1,885.32","1,891.45","1,871.59","347.70M","2.34%"
"2007- 11- 28","1,834.69","1,881.86","1,883.99","1,833.80","324.84M","-1.35%"
"2007- 11- 27","1,859.79","1,813.09","1,865.69","1,787.95","338.31M","0.24%"
"2007- 11- 26","1,855.33","1,803.76","1,855.33","1,795.00","290.92M","4.65%"
"2007- 11- 23","1,772.88","1,806.02","1,820.61","1,745.26","326.67M","-1.45%"
"2007- 11- 22","1,799.02","1,790.25","1,815.33","1,771.39","306.22M","-0.44%"
"2007- 11- 21","1,806.99","1,865.91","1,875.98","1,803.77","307.45M","-3.49%"
"2007- 11- 20","1,872.24","1,853.41","1,875.46","1,819.18","331.76M","-1.12%"
"2007- 11- 19","1,893.47","1,936.38","1,936.50","1,892.87","292.32M","-1.70%"
